0	0.022	0	0	0.175481	0.0126109
0	0.022	0	0	-0.175481	0.0126109
0	0.022	0	0	0.175481	-0.0126109
0	-0.022	0	0	0.175481	0.0126109
0	-0.022	0	0	-0.175481	0.0126109
0	0.022	0	0	-0.175481	-0.0126109
0	-0.022	0	0	0.175481	-0.0126109
0	-0.022	0	0	-0.175481	-0.0126109
102.8	0.1375	0	0	1.483	1.5005
102.8	0.1375	0	0	-1.483	1.5005
102.8	0.1375	0	0	1.483	-1.5005
102.8	-0.1375	0	0	1.483	1.5005
102.8	-0.1375	0	0	-1.483	1.5005
102.8	0.1375	0	0	-1.483	-1.5005
102.8	-0.1375	0	0	1.483	-1.5005
102.8	-0.1375	0	0	-1.483	-1.5005
124.255	0.8155	0	0	1.29875	1.23875
124.255	0.8155	0	0	-1.29875	1.23875
124.255	0.8155	0	0	1.29875	-1.23875
124.255	-0.8155	0	0	1.29875	1.23875
124.255	-0.8155	0	0	-1.29875	1.23875
124.255	0.8155	0	0	-1.29875	-1.23875
124.255	-0.8155	0	0	1.29875	-1.23875
124.255	-0.8155	0	0	-1.29875	-1.23875
151.875	0.655	0	0	0.5475	0.055
151.875	0.655	0	0	-0.5475	0.055
151.875	0.655	0	0	0.5475	-0.055
151.875	-0.655	0	0	0.5475	0.055
151.875	-0.655	0	0	-0.5475	0.055
151.875	0.655	0	0	-0.5475	-0.055
151.875	-0.655	0	0	0.5475	-0.055
151.875	-0.655	0	0	-0.5475	-0.055
87.75	0.0054	0	0	1.01875	0.3875
87.75	0.0054	0	0	-1.01875	0.3875
87.75	0.0054	0	0	1.01875	-0.3875
87.75	-0.0054	0	0	1.01875	0.3875
87.75	-0.0054	0	0	-1.01875	0.3875
87.75	0.0054	0	0	-1.01875	-0.3875
87.75	-0.0054	0	0	1.01875	-0.3875
87.75	-0.0054	0	0	-1.01875	-0.3875
531.67	0.5187	0	0	0.8463	0.1734
531.67	0.5187	0	0	-0.8463	0.1734
531.67	0.5187	0	0	0.8463	-0.1734
531.67	-0.5187	0	0	0.8463	0.1734
531.67	-0.5187	0	0	-0.8463	0.1734
531.67	0.5187	0	0	-0.8463	-0.1734
531.67	-0.5187	0	0	0.8463	-0.1734
531.67	-0.5187	0	0	-0.8463	-0.1734
0	0.00024	0	0	0.009375	0.000375
0	0.00024	0	0	-0.009375	0.000375
0	0.00024	0	0	0.009375	-0.000375
0	-0.00024	0	0	0.009375	0.000375
0	-0.00024	0	0	-0.009375	0.000375
0	0.00024	0	0	-0.009375	-0.000375
0	-0.00024	0	0	0.009375	-0.000375
0	-0.00024	0	0	-0.009375	-0.000375
65.726	0.001234	0	0	0.2657	0.06244
65.726	0.001234	0	0	-0.2657	0.06244
65.726	0.001234	0	0	0.2657	-0.06244
65.726	-0.001234	0	0	0.2657	0.06244
65.726	-0.001234	0	0	-0.2657	0.06244
65.726	0.001234	0	0	-0.2657	-0.06244
65.726	-0.001234	0	0	0.2657	-0.06244
65.726	-0.001234	0	0	-0.2657	-0.06244
83.5	0.00324	0	0	0.1213	0.00971
83.5	0.00324	0	0	-0.1213	0.00971
83.5	0.00324	0	0	0.1213	-0.00971
83.5	-0.00324	0	0	0.1213	0.00971
83.5	-0.00324	0	0	-0.1213	0.00971
83.5	0.00324	0	0	-0.1213	-0.00971
83.5	-0.00324	0	0	0.1213	-0.00971
83.5	-0.00324	0	0	-0.1213	-0.00971
89.873	0.002535	0	0	0.1094	0.00139
89.873	0.002535	0	0	-0.1094	0.00139
89.873	0.002535	0	0	0.1094	-0.00139
89.873	-0.002535	0	0	0.1094	0.00139
89.873	-0.002535	0	0	-0.1094	0.00139
89.873	0.002535	0	0	-0.1094	-0.00139
89.873	-0.002535	0	0	0.1094	-0.00139
89.873	-0.002535	0	0	-0.1094	-0.00139
42.9	0.00065045	0	0	0	0
42.9	-0.00065045	0	0	0	0
65.6	0.0042529	0	0	0	0
65.6	-0.0042529	0	0	0	0
87.1	0.00482	0	0	0	0
87.1	-0.00482	0	0	0	0
520	0.6671	0	0	0	0
520	-0.6671	0	0	0	0
28	0.000015	0	0	0	0
28	-0.000015	0	0	0	0
98	0.0000834	0	0	0	0
98	-0.0000834	0	0	0	0
19.5	0.0000167	0	0	0	0
19.5	-0.0000167	0	0	0	0
41.1	0.000025	0	0	0	0
41.1	-0.000025	0	0	0	0
81.8	0.000045	0	0	0	0
81.8	-0.000045	0	0	0	0
89.6	0.0001	0	0	0	0
89.6	-0.0001	0	0	0	0
142.8	0.0000167	0	0	0	0
142.8	-0.0000167	0	0	0	0
89	0.0000801	0	0	0	0
89	-0.0000801	0	0	0	0
27.3	0.00000133	0	0	0	0
27.3	-0.00000133	0	0	0	0
512	0.0314	0	0	0	0
512	-0.0314	0	0	0	0
83.5	0.00003002	0.000000833	0.00003002	0	0
83.5	-0.00003002	0.000000833	0.00003002	0	0
83.5	0.00003002	-0.000000833	0.00003002	0	0
83.5	0.00003002	0.000000833	-0.00003002	0	0
83.5	-0.00003002	-0.000000833	0.00003002	0	0
83.5	0.00003002	-0.000000833	-0.00003002	0	0
83.5	-0.00003002	0.000000833	-0.00003002	0	0
83.5	-0.00003002	-0.000000833	-0.00003002	0	0
523	0.005003	0.06004	0.005003	0	0
523	-0.005003	0.06004	0.005003	0	0
523	0.005003	-0.06004	0.005003	0	0
523	0.005003	0.06004	-0.005003	0	0
523	-0.005003	-0.06004	0.005003	0	0
523	0.005003	-0.06004	-0.005003	0	0
523	-0.005003	0.06004	-0.005003	0	0
523	-0.005003	-0.06004	-0.005003	0	0
0	0.000002435	0	0.00001274	0	0
0	-0.000002435	0	0.00001274	0	0
0	0.000002435	0	-0.00001274	0	0
0	-0.000002435	0	-0.00001274	0	0
510	0.02875	0	0.0825	0	0
510	-0.02875	0	0.0825	0	0
510	0.02875	0	-0.0825	0	0
510	-0.02875	0	-0.0825	0	0
